Urls	None
https://quillandpad.com/2019/06/15/screw-the-science-and-buy-luxury-watches-reprise/	2019-06-15
https://quillandpad.com/category/watch-brands-horology/ikepod/	2020-04-02
https://quillandpad.com/category/watch-brands-horology/auctions/page/4/	2018-12-15
https://quillandpad.com/2017/02/11/1917-2017-brief-retrospective-100-years-baselworld/	2017-02-11
https://quillandpad.com/2020/09/05/deeper-further-faster-why-some-dive-watches-have-helium-escape-valves-reprise/	2020-09-05
https://quillandpad.com/2016/12/30/top-10-popular-posts-2016-quill-pad-no-werent-rolex/	2016-12-30
https://quillandpad.com/blog/page/138/	2018-03-29
https://quillandpad.com/2019/05/19/the-on-and-off-screen-watches-of-brosnan-pierce-brosnan-reprise/	2019-05-19
https://quillandpad.com/category/watch-brands-horology/video-3/page/5/	2019-01-30
https://quillandpad.com/category/luxury-experiences/technology/page/4/	2020-01-04
https://quillandpad.com/category/watch-brands-horology/page/111/	2018-11-04
https://quillandpad.com/author/john-keil/	2021-01-23
https://quillandpad.com/2015/03/11/rolex-sea-dweller-reference-1665-with-rare-rail-dial/	2015-03-11
https://quillandpad.com/category/watch-brands-horology/tudor/	2020-11-13
https://quillandpad.com/2016/04/01/customize-your-own-corum-bubble-i-did-and-so-can-you/	2016-04-01
https://quillandpad.com/2017/02/07/watch-winders-good-anything/	2017-02-07
https://quillandpad.com/2015/07/06/rolex-and-wimbledon-a-match-made-in-traditional-tennis-heaven/	2015-07-06
https://quillandpad.com/category/watch-brands-horology/video-3/	2021-03-13
https://quillandpad.com/2017/11/27/rolex-cartier-stole-seikos-groove-james-bonds-view-kill/	2017-11-27
https://quillandpad.com/tag/milgauss/	2015-12-11
https://quillandpad.com/2019/11/15/dubai-watch-week-dww-2019-the-horological-world-unites-in-the-middle-east/	2019-11-15
https://quillandpad.com/2020/09/19/vintage-watch-restoration-should-you-or-not-a-guide-to-the-oft-controversial-world-of-making-things-worse-by-trying-to-make-them-better-reprise-3/	2020-09-19
https://quillandpad.com/author/john-keil/page/3/	2017-06-14
https://quillandpad.com/category/watch-brands-horology/jaquet-droz/page/4/	2018-09-08
https://quillandpad.com/2020/09/12/what-makes-a-daily-wearer-wristwatch-reprise/	2020-09-12
https://quillandpad.com/category/luxury-experiences/book-reviews/page/2/	2018-06-18
https://quillandpad.com/category/luxury-experiences/technology/	2021-03-13
https://quillandpad.com/2020/08/16/elvis-is-in-the-building-in-honor-of-the-king-and-his-watches-reprise-2/	2020-08-16
https://quillandpad.com/category/watch-brands-horology/collectors-and-collecting/page/28/	2017-07-29
https://quillandpad.com/category/watch-brands-horology/give-me-five/page/3/	2020-01-03
https://quillandpad.com/tag/wrist-watching/	2020-12-18
https://quillandpad.com/tag/start-stop-reset/	2016-05-04
https://quillandpad.com/tag/rolex-oyster-alpina-6240/	2016-05-04
https://quillandpad.com/category/watch-brands-horology/quill-pad/	2020-03-03
https://quillandpad.com/2017/04/04/kiss-drummer-watch-collector-eric-singers-baselworld-2017-top-10/	2017-04-04
https://quillandpad.com/category/watch-brands-horology/seiko/	2021-03-10
https://quillandpad.com/2016/11/24/buying-making-watches-tough-economic-times/	2016-11-24
https://quillandpad.com/category/watch-brands-horology/auctions/	2021-01-02
https://quillandpad.com/2020/10/24/are-todays-vintage-watch-buyers-killing-watchmaking-reprise/	2020-10-24
https://quillandpad.com/2016/06/20/5-unexpected-ways-might-damage-mechanical-watch/	2016-06-20
https://quillandpad.com/2017/01/30/navigating-grey-market-retail-expert-explains-whys-wherefores/	2017-01-30
https://quillandpad.com/category/highlights/page/108/	2018-12-25
https://quillandpad.com/category/highlights/page/131/	2018-05-20
https://quillandpad.com/2017/12/26/top-10-popular-posts-2017-werent-rolex/	2017-12-26
https://quillandpad.com/category/watch-brands-horology/tutima/page/2/	2020-06-13
https://quillandpad.com/2019/05/17/yes-you-must-pay-duties-and-taxes-on-your-personal-watches-when-traveling-but-heres-how-to-avoid-the-worst/	2019-05-17
https://quillandpad.com/2018/09/14/phillips-pulls-steve-mcqueen-rolex-submariner-reference-5513-from-fall-2018-auction/	2018-09-14
https://quillandpad.com/2019/09/14/inside-story-of-how-one-collectors-paul-newman-rolex-made-it-into-the-hit-film-crazy-rich-asians/	2019-09-14
https://quillandpad.com/2016/07/06/6-reasons-idiot-steal-fine-watch/	2016-07-06
https://quillandpad.com/2015/07/03/ace-a-rolex-explorer-wimbledon-and-the-maurice-de-mauriac-lawn-tennis-nato-strap/	2015-07-03
https://quillandpad.com/2019/12/24/wrist-watching-my-7-favorite-historical-watch-spots-of-2019/	2019-12-24
https://quillandpad.com/2019/02/06/wrist-watching-super-bowl-liii-winners-patriots-tom-brady-robert-kraft-and-julian-edelman-wearing-iwc-hublot-and-rolex/	2019-02-06
https://quillandpad.com/2018/11/26/wrist-watching-mark-wahlbergs-split-second-patek-philippe-ref-5370-and-iced-out-rolex-submariner-ref-116659/	2018-11-26
https://quillandpad.com/2014/05/29/monthly-news-roundup-may-rolex-patek-philippe-panerai-a-lange-sohne-girard-perregaux-and-more/	2014-05-29
https://quillandpad.com/2014/04/18/weekly-roundup-april-18-rolex-zenith-richard-mille-jaeger-lecoultre-montblanc-hublot-f-p-journe-audemars-piguet-and-more/	2014-04-18
https://quillandpad.com/author/nick-gould/page/5/	2018-08-07
https://quillandpad.com/2019/07/16/wrist-watching-at-wimbledon-2019-starring-roger-federer-novak-djokovic-pharrell-williams-serena-williams-the-duke-of-kent-and-jack-nicklaus/	2019-07-16
https://quillandpad.com/2018/03/10/inside-scoop-we-reveal-what-big-brands-including-rolex-omega-iwc-and-cartier-dont-want-you-to-know-about-servicing-you-will-literally-not-believe-this-is-true/	2018-03-10
https://quillandpad.com/2018/10/08/wrist-watching-shark-tanks-daymond-john-and-kevin-oleary-wearing-devon-and-customized-rolex/	2018-10-08
https://quillandpad.com/category/watch-brands-horology/franck-muller/	2019-08-03
https://quillandpad.com/2018/03/02/truth-magnetism-watches/	2018-03-02
https://quillandpad.com/2018/05/11/shopping-the-airports-for-a-luxury-watch-customs-duties-and-discounts-explained/	2018-05-11
https://quillandpad.com/2015/06/16/watchspotting-at-the-24-hours-of-le-mans-2015-starring-chopard-rolex-tag-heuer-rebellion-and-franck-muller/	2015-06-16
https://quillandpad.com/2017/06/13/bonhams-june-2017-auction-features-eric-clapton-rolex-daytona-jaeger-lecoultre-gyrotourbillon-2-blancpain-l-evolution-carrousel-saphir-volant-une-minute-patek-philippe-ref-5004p/	2017-06-13
https://quillandpad.com/2014/11/25/meet-%EF%BB%BFquill-pads-vintage-virtuoso-boris-pjanic-an-expert-in-pre-loved-rolex/	2014-11-25
https://quillandpad.com/2018/11/03/customer-service-hotly-debated-and-introduced-at-a-snails-pace-the-five-year-warranty-becomes-the-new-standard/	2018-11-03
https://quillandpad.com/2015/05/05/phillips-inaugural-one-auction-preview-featuring-rolex-patek-philippe-blancpain-longines-and-more/	2015-05-05
https://quillandpad.com/2014/08/19/switzerland-in-pebble-beach-hispano-suiza-and-rolex/	2014-08-19
https://quillandpad.com/2018/08/25/tennis-and-timepieces-2018-marketing-match-made-in-heaven-or-you-cannot-be-serious-an-expert-weighs-in/	2018-08-25
https://quillandpad.com/2021/01/07/42-favorite-facts-for-2020/	2021-01-07
https://quillandpad.com/2016/06/29/12-dauntless-wristshots-upcoming-watches-knightsbridge-auction/	2016-06-29
https://quillandpad.com/2018/06/29/the-number-of-jewels-in-a-watch-movement-indicates-value-doesnt-it-a-myth-debunked/	2018-06-29
https://quillandpad.com/2016/12/18/heres-stainless-steel-precious-metal/	2016-12-18
https://quillandpad.com/tag/rolex-antimagnetique-reference-4113/	2016-05-04
https://quillandpad.com/tag/rolex-cosmograph-daytona-musketeer-paul-newman-ref-6264/	2016-05-04
https://quillandpad.com/2018/08/06/commemorating-56-years-of-bond-james-bond-a-complete-rundown-of-watches-worn-on-screen-by-the-worlds-most-famous-fictional-spy/	2018-08-06
https://quillandpad.com/author/boris-pjanic/	2016-10-11
https://quillandpad.com/2015/05/14/phillips-inaugural-one-auction-so-how-did-watches-by-patek-philippe-blancpain-rolex-and-longines-do/	2015-05-14
https://quillandpad.com/2017/10/16/sense-non-sense-watches-movies/	2017-10-16
https://quillandpad.com/2016/04/14/phillips-stages-thematic-auction-stainless-steel-chronographs-reaction-market-conditions/	2016-04-14
https://quillandpad.com/2017/10/31/experiences-lessons-multi-record-breaking-phillips-winning-icons-auction-new-york/	2017-10-31
https://quillandpad.com/2020/05/17/armin-strom-discusses-resonance-with-phd-of-quantum-physics-and-watch-collector-in-an-easy-to-understand-way-video/	2020-05-17
https://quillandpad.com/2021/01/08/complete-guide-to-type-20-pilots-watch-chronographs/	2021-01-08
https://quillandpad.com/2021/01/09/why-i-bought-it-jaeger-lecoultre-tribute-to-reverso-1931-reprise-2/	2021-01-09
https://quillandpad.com/2021/01/09/a-moment-in-watch-history-piaget-x-francois-paul-journe-reprise-2/	2021-01-09
https://quillandpad.com/2021/01/03/4-sensational-highlights-from-glashuttes-milestone-175th-anniversary-in-2020-featuring-a-lange-sohne-glashutte-original-nomos-glashutte-and-moritz-grossmann/	2021-01-03
https://quillandpad.com/author/ian-skellern/	2021-03-07
https://quillandpad.com/category/watch-brands-horology/piaget/	2021-02-04
https://quillandpad.com/2021/01/09/bovet-chateau-de-motiers-a-haute-horlogerie-workshop-fit-for-a-king/	2021-01-09
https://quillandpad.com/2021/01/10/urwerk-vs-mbf-how-do-they-square-up-reprise/	2021-01-10
https://quillandpad.com/2021/01/10/richard-mille-rm-65-01-split-seconds-automatic-chronograph-how-many-clicks-does-it-take/	2021-01-10
https://quillandpad.com/2021/01/06/breguet-tradition-classique-and-reine-de-naples-writing-instruments-inspired-by-haute-horlogerie/	2021-01-06
https://qz.com/re/rolex/	2021-01-19
https://qz.com/664180/the-worlds-most-counterfeited-brand-isnt-a-luxury-label/	2016-04-18
https://qz.com/1946771/sales-of-super-expensive-watches-bounce-back-fast-in-the-pandemic/	2020-12-17
https://qz.com/1003580/rolex-watches-underwear-and-walmart-gift-cards-the-gifts-bestowed-on-chinas-civil-servants/	2017-06-13
https://qz.com/quartzy/1237119/behold-the-old-school-timepieces-designed-to-seduce-a-new-generation-of-watch-geeks/	2018-03-30
https://qz.com/quartzy/1579803/the-best-watches-of-2019-as-seen-at-baselworld/	2019-03-25
https://qz.com/266362/nows-your-chance-to-own-an-engine-from-the-mars-viking-lander-dwight-eisenhowers-rolex-or-nelson-mandelas-freedom-torch/	2014-09-16
https://qz.com/1431866/you-can-judge-a-luxury-stock-by-its-instagram-engagement-ubs-says/	2020-01-10
https://qz.com/1303457/nobody-knows-what-luxury-is-anymore/	2020-01-10
https://qz.com/1315601/malaysian-police-seized-luxury-goods-worth-some-273-million-from-the-homes-of-former-prime-minister-najib-razak-and-his-wife-rosmah-mansor/	2018-06-28
https://qz.com/646249/these-watches-dont-count-your-steps-or-store-your-music-but-they-cost-more-than-a-house/	2016-03-26
https://qz.com/992301/swiss-alp-watch-zzzz-swiss-watchmaker-h-moser-has-an-answer-for-the-apple-watch-an-apple-watch-copy-aapl/	2017-05-25
https://qz.com/re/rare-items/	2014-09-16
https://qz.com/re/cartier/	2019-10-28
https://qz.com/937090/sprezzatura-the-italian-word-for-looking-effortless/	2017-03-22
https://qz.com/1565512/the-swiss-1000-franc-note-has-been-redesigned/	2019-03-05
https://qz.com/776065/the-gold-apple-watch-edition-is-no-longer-for-sale/	2018-08-24
https://qz.com/re/anti-graft/	2017-06-13
https://index.qz.com/1035031/this-uk-city-is-having-trouble-sharing-bikes/	2017-07-21
https://qz.com/re/rr-auction/	2014-09-16
https://qz.com/quartzy/1241808/quartzy-the-newsletter-baselworld-2018-easter-candy-and-passover/	2018-03-30
https://qz.com/262524/late-to-watches-apple-watch-set-a-minute-early/	2014-09-10
https://qz.com/re/dwight-eisenhower/	2017-01-08
https://qz.com/1182962/dutch-police-are-confiscating-expensive-clothes-from-kids-who-look-too-poor-to-wear-them/	2018-01-18
https://qz.com/work/1415204/a-nigerian-ceos-advice-to-men-afraid-that-being-vocal-about-feminism-will-limit-their-advancement/	2018-10-30
https://qz.com/1787984/wework-competitor-knotel-says-its-not-the-next-wework/	2020-01-23
https://qz.com/358909/whats-inside-apples-version-of-gold/	2015-03-10
https://qz.com/857412/pebble-went-from-kickstarter-to-being-worth-740-million-to-being-bought-by-fitbit-fit-for-40-million/	2016-12-08
https://qz.com/1225997/with-these-patents-apple-could-win-the-next-major-platform-war/	2018-03-13
https://qz.com/622770/inside-the-232000-oscar-gift-bag-that-requires-multiple-suitcases-to-deliver/	2016-02-26
https://qz.com/420428/a-survey-of-chinas-luxury-watch-buyers-shows-why-apple-and-switzerland-are-on-a-collision-course/	2015-06-05
https://qz.com/316064/six-things-to-know-about-the-swiss-watch-industry-before-apple-invades/	2014-12-31
https://qz.com/india/1269072/after-hmt-the-bangalore-watch-company-wants-to-revive-bengalurus-history-of-watchmaking/	2018-05-04
https://qz.com/952439/xi-jinping-hates-donald-trumps-mar-a-lago-heres-why/	2017-04-07
https://qz.com/706641/photos-tension-on-and-off-the-field-for-the-first-games-of-the-euro-2016/	2016-06-14
https://qz.com/81071/where-bespoke-european-watchmakers-are-focusing-their-smartwatch-efforts/	2013-05-05
https://qz.com/sitemaps/edition/quartz/2014/7/index.xml	2014-08-30
https://qz.com/1183627/new-zealands-prime-minister-jacinda-ardern-will-be-the-first-leader-to-give-birth-in-office-since-benazir-bhutto/	2018-01-19
https://qz.com/india/228437/this-entrepreneur-doesnt-think-its-fair-to-only-test-the-hearing-of-babies-born-to-the-rich/	2014-07-30
https://qz.com/quartzy/1258303/the-next-big-real-estate-trend-in-miami-is-sports-car-branded-highrises/	2018-04-24
https://qz.com/1090721/111-iconic-objects-that-defined-the-last-century-of-fashion-according-to-new-yorks-moma/	2017-10-01
https://qz.com/665080/louis-vuitton-sued-this-restaurant-for-putting-its-name-on-fried-chicken-2/	2016-04-19
https://qz.com/quartzy/1123395/the-complete-history-of-luxury/	2019-01-10
https://qz.com/1001500/stockx-a-stock-market-for-physical-objects-could-change-how-capitalism-works/	2017-07-18
https://qz.com/485747/watch-usain-bolts-epic-performance-in-the-world-championship-100-meter-final/	2015-08-23
https://qz.com/739866/the-power-of-giving-how-to-master-the-evolving-art-of-diplomatic-gifts/	2016-08-18
https://qz.com/709642/rolls-royce-just-unveiled-the-most-amazingly-ludicrous-self-driving-luxury-vehicle/	2016-06-17
https://qz.com/365899/why-swiss-smartwatches-have-no-chance-against-the-apple-watch/	2015-03-19
https://qz.com/376249/counterfeit-watches-and-jewelry-are-the-new-counterfeit-handbags/	2015-04-03
https://qz.com/91346/todays-chinese-shoppers-are-the-american-jews-of-the-1950s-says-american-apparel/	2013-06-06
https://qz.com/19712/how-chinas-elite-illicitly-move-their-money-offshore/	2012-10-26
https://qz.com/775865/apple-watch-nike-apple-and-nike-are-teaming-up-on-a-watch-for-runners/	2016-09-07
https://qz.com/273486/daytime-photos-capture-the-eerie-quiet-of-hong-kongs-central-district/	2014-10-01
https://qz.com/97325/if-switzerland-is-not-a-country-of-extremes-why-does-it-exasperate-me-so/	2013-06-27
https://qz.com/276255/the-most-thoughtful-critics-of-the-apple-watch-are-watch-bloggers/	2014-10-06
https://qz.com/541516/the-secret-feminism-of-chinas-one-child-policy	2015-11-04
https://qz.com/382096/a-sex-pile-on-instagram-doesnt-mean-what-you-think-it-means/	2015-04-13
https://qz.com/578742/every-breath-of-polluted-air-in-childhood-decreases-your-salary-when-you-grow-up/	2015-12-21
https://qz.com/164010/at-last-a-smartwatch-james-bond-might-not-be-embarrassed-to-wear/	2014-01-07
https://qz.com/73773/quartz-daily-brief-europe-edition-dimons-apologies-googles-appeasement-winklevii-bitcoin-wealth/	2013-04-12
https://qz.com/370263/some-luxury-watchmakers-are-actually-cheering-on-the-apple-watch/	2015-03-26
https://qz.com/africa/973199/quartz-africa-innovators-2017/	2017-05-06
https://qz.com/229470/how-heroin-baggies-are-marketed-like-iphones/	2014-07-07
https://qz.com/240056/powerful-people-have-a-distorted-perception-of-time/	2014-07-24
https://blog.qz.com/thank-you-all-five-million-of-you-e9be6fcd1831	2016-08-22
https://qz.com/373955/sothebys-is-finally-putting-its-art-up-for-auction-on-ebay/	2015-04-01
https://qz.com/401682/the-world-is-wary-of-chinas-great-wall-of-sand-in-the-sea/	2015-05-09
https://qz.com/369338/this-is-what-makes-dressing-down-a-status-symbol/	2015-03-25
https://qz.com/903462/what-is-apples-long-game/	2017-02-07
https://qz.com/663152/a-10-million-nut-heist-is-a-window-into-the-shady-lucrative-world-of-large-scale-food-theft/	2016-04-21
https://qz.com/quartzy/1627022/in-goop-healths-best-highlights-tips-and-tricks/	2019-06-04
https://qz.com/937624/why-does-swatch-think-it-can-take-on-google-and-apple-in-the-smartwatch-os-market/	2017-03-22
https://qz.com/quartzy/1375147/the-realreal-treats-your-wardrobe-as-a-portfolio-of-investments-to-buy-and-sell/	2018-09-19
https://qz.com/182444/china-and-taiwan-are-slowly-drawing-closer-one-shared-weather-report-at-a-time/	2014-02-28
https://qz.com/1329069/vhs-collection-has-no-label-or-marketing-team-but-they-do-have-drive-and-a-highly-anticipated-new-album/	2018-10-02
https://qz.com/1062568/how-to-go-to-college-for-free-find-scholarships-and-avoid-students-loans/	2017-08-28
https://qz.com/work/1204895/roger-federers-career-choice-should-teach-you-something-about-yours/	2018-02-12
https://qz.com/1087121/mid-autumn-festival-%E4%B8%AD%E7%A7%8B%E8%8A%82-chuseok-tsukimi-what-is-it-when-is-it-and-why-do-people-eat-mooncakes/	2019-01-04
https://qz.com/319016/only-5-of-us-iphone-users-say-theyre-very-likely-to-buy-an-apple-watch/	2015-01-02
https://qz.com/174122/tiffanys-blue-boxes-are-red-hot-on-the-black-market/	2014-02-05
https://qz.com/73828/quartz-daily-brief-americas-edition-kerry-in-korea-renegotiating-cyprus-singapores-economy-liftoff-for-putin/	2013-04-12
https://qz.com/quartzy/1028802/cheap-eames-aeron-and-barcelona-chairs-inside-the-black-market-for-fake-designer-furniture/	2017-11-06
https://qz.com/11510/hong-kong-loves-weird-hilarious-english-names/	2012-10-04
https://qz.com/quartzy/1154114/you-thought-the-apple-watch-was-ugly-now-fashion-watches-are-copying-it/	2017-12-12
https://qz.com/sitemap/tech-and-communications/2014/	2021-01-01
https://qz.com/699884/apple-watch-why-let-facts-cloud-the-debate/	2016-06-06
https://qz.com/156507/how-to-date-online-like-a-social-scientist/	2013-12-11
https://qz.com/73710/wall-street-is-shocked-at-this-inside-traders-stupidity/	2013-04-11
https://qz.com/699347/can-cadillac-be-cool-again/	2016-09-15
https://qz.com/sitemaps/edition/quartz/2017/6/index.xml	2017-12-07
https://qz.com/sitemaps/edition/quartz/2014/9/index.xml	2014-10-01
https://cms.qz.com/embed-sandbox/1303457/www.instagram.com/p/BjLSl3EH7MM	None
https://cms.qz.com/feed/tag/dwight-eisenhower/	None
https://cms.qz.com/feed/tag/kering/	None
https://cms.qz.com/feed/tag/american-apparel/	None
https://cms.qz.com/feed/tag/watch-2/	None
https://cms.qz.com/feed/tag/wearables/	None
https://revistapegn.globo.com/Impacto-social/noticia/2019/06/projeto-para-salvar-especie-de-peixe-da-amazonia-e-premiado-pela-rolex.html	2019-06-14
https://revistapegn.globo.com/palavrachave/rolex/	2016-12-10
https://revistapegn.globo.com/Empreendedorismo/noticia/2016/12/rolex-abre-inscricoes-para-premio-mundial-de-empreendedorismo-.html	2016-12-01
https://revistapegn.globo.com/Empreendedorismo/noticia/2016/11/rolex-premia-empreendedores-de-espirito-inovador.html	2016-11-16
https://revistapegn.globo.com/Empreendedorismo/noticia/2017/04/empreendedores-podem-ganhar-mais-de-r-300-mil-em-premiacao.html	2017-04-26
https://revistapegn.globo.com/Impacto-social/noticia/2019/05/brasileiro-cria-projeto-para-salvar-maior-peixe-da-amazonia-de-risco-de-extincao.html	2019-05-22
https://revistapegn.globo.com/Banco-de-ideias/Agronegocios/noticia/2019/07/ele-criou-um-projeto-para-salvar-o-maior-peixe-da-amazonia.html	2019-07-29
https://revistapegn.globo.com/Empreendedorismo/noticia/2016/11/evento-premia-empreendedores-que-sonham-em-deixar-o-mundo-melhor.html	2016-11-14
https://revistapegn.globo.com/amp-stories/as-historias-surpreendentes-por-tras-dos-nomes-de-6-marcas-famosas/index.html	2020-07-02
https://revistapegn.globo.com/Administracao-de-empresas/noticia/2017/04/historias-surpreendentes-por-tras-dos-nomes-de-6-marcas-famosas.html	2020-06-26
"http://revistapegn.globo.com/Revista/Common/0,,ERT121335-17180,00.html"	None
https://revistapegn.globo.com/Empreendedorismo/noticia/2020/02/clube-de-networking-conecta-pessoas-interessadas-em-transformar-sociedade.html	2020-02-17
https://revistapegn.globo.com/palavrachave/natureza/	2019-10-01
https://revistapegn.globo.com/Administracao-de-empresas/noticia/2016/11/marcas-de-luxo-investem-em-precisao-e-design-esportivo.html	2016-11-16
https://revistapegn.globo.com/Mulheres-empreendedoras/noticia/2020/07/empresa-cria-eventos-virtuais-para-conectar-empresas-clientes-e-ongs.html	2020-07-20
https://revistapegn.globo.com/franquias/touch-watches/index.html	2019-02-01
https://revistapegn.globo.com/Empreendedorismo/noticia/2016/07/redes-sociais-impulsionam-marca-de-relogio-e-empreendedor-fatura-r-560-milhoes.html	2016-07-07
"http://revistapegn.globo.com/Empresasenegocios/0,19125,ERA1689866-2991,00.html"	None
http://revistapegn.globo.com/Empreendedorismo/fotos/2016/12/10-empreendedores-que-transformam-o-mundo-num-lugar-melhor.html	2016-12-10
"http://revistapegn.globo.com/Revista/Common/0,,DMA169607-17192,00.html"	None
https://revistapegn.globo.com/palavrachave/premiacao/	2019-02-01
"http://revistapegn.globo.com/EditoraGlobo/componentes/article/edg_article_print/0,3916,1689866-2991-1,00.html"	None
"http://revistapegn.globo.com/Revista/Common/0,,DML83-17149-11,00.html"	None
"http://revistapegn.globo.com/Revista/Common/0,,DML5052-17149-9,00.html"	None
"http://revistapegn.globo.com/Revista/Common/0,,ERT169607-17192,00.html"	None
"http://revistapegn.globo.com/Revista/Common/0,,EMI168216-17152-9,00-OS+NOVOS+NEGOCIOS+DO+NOVO+BRASIL.html"	None
"http://revistapegn.globo.com/Revista/Common/0,,DMA121335-17180-3,00.html"	None
https://revistapegn.globo.com/Noticias/noticia/2017/08/pegn-socialite-que-promete-doacao-de-r-500-mil-a-lula-nao-paga-nem-condominio.html	2017-08-18
https://revistapegn.globo.com/sitemap/materias-2016-12.xml	2018-03-20
"http://revistapegn.globo.com/Revista/Common/0,,DML5344-17149-16,00.html"	None
https://revistapegn.globo.com/Festival-de-Cultura-Empreendedora/noticia/2017/10/empresas-e-consumidores-devem-trabalhar-juntos-para-salvar-o-meio-ambiente.html	2017-10-21
https://robbreport.com/style/watch-collector/rolex-new-2020-watches-submariner-sky-dweller-2948110/	2020-09-01
https://robbreport.com/style/watch-collector/how-rolex-became-the-most-recognized-luxury-watch-brand-in-the-world-2900561/	2020-03-10
https://robbreport.com/style/watch-collector/most-expensive-rolex-watches-2948174/	2020-09-02
https://robbreport.com/style/watch-collector/best-luxury-steel-sport-watches-2020-1234589142/	2020-12-31
https://robbreport.com/style/watch-collector/bobs-watches-james-bond-rolex-submariner-auction-1234582099/	2020-11-18
https://robbreport.com/style/watch-collector/rolex-to-release-first-watches-of-2020-in-september-2934392/	2020-07-09
https://robbreport.com/style/watch-collector/vintage-rolex-the-largest-collection-in-the-world-book-1234576024/	2020-10-20
https://robbreport.com/style/watch-collector/rebag-now-sells-pre-owned-watches-and-jewelry-from-rolex-and-cartier-1234578929/	2020-11-03
https://robbreport.com/style/watch-collector/rolex-submariner-5512-sold-auction-1234577273/	2020-10-26
https://robbreport.com/style/watch-collector/americas-biggest-rolex-showroom-to-open-in-boston-1234579303/	2020-11-04
https://robbreport.com/style/watch-collector/possibly-unique-patek-philippe-and-rolex-watches-lead-sothebys-important-watches-sale-1234570402/	2020-09-21
https://robbreport.com/style/watch-collector/rolex-daytona-and-audemars-piguet-royal-oak-top-sothebys-geneva-sale-1234581003/	2020-11-12
https://robbreport.com/style/watch-collector/gallery/watches-gift-guide-2881376/	2020-11-06
https://robbreport.com/style/watch-collector/a-rolex-paul-newman-daytona-tops-phillips-racing-pulse-auction-for-over-5-4-million-1234586525/	2020-12-13
https://robbreport.com/style/watch-collector/bonos-jaeger-lecoultre-and-kevin-olearys-rolex-daytona-are-coming-to-auction-1234580054/	2020-11-09
https://robbreport.com/style/watch-collector/slideshow/crown-caliber-reveals-its-bestselling-watches-for-2018/rolex-submariner-ref-116610-and-ref-14060/	2018-07-06
https://robbreport.com/style/watch-collector/bobs-watches-auction-features-1960s-rolex-and-omega-sport-watches-2938837/	2020-07-29
https://robbreport.com/style/watch-collector/rolex-is-increasing-prices-on-submariner-gmtmaster-daytona-models-2891815/	2020-01-09
https://robbreport.com/style/watch-collector/mad-paris-rolex-datejust-black-blue-palette-2942001/	2020-08-08
https://robbreport.com/style/watch-collector/slideshow/five-iconic-watches-every-well-dressed-gentleman-should-own-slideshow/rolex-submariner-date/	2017-09-07
https://robbreport.com/style/watch-collector/the-5-rolex-watches-every-collector-should-know-2851854/	2019-05-28
https://robbreport.com/style/watch-collector/sothebys-sells-rare-john-player-rolex-daytona-for-1-5-million-2940747/	2020-08-04
https://robbreport.com/style/watch-collector/covid-mutation-arrives-at-new-york-rolex-dealer-in-saratoga-springs-1234589813/	2021-01-05
https://robbreport.com/style/watch-collector/how-to-buy-rolex-daytona-2913413/	2020-05-02
https://robbreport.com/style/watch-collector/racing-legend-carroll-smiths-rolex-daytona-is-up-for-sale-at-christies-1234573259/	2020-10-06
https://robbreport.com/style/watch-collector/mid-century-watch-design-1234576203/	2020-10-25
https://robbreport.com/style/watch-collector/rare-rolex-paul-newman-daytona-oyster-sotto-for-sale-at-wind-vintage-2945914/	2020-08-24
https://robbreport.com/style/watch-collector/slideshow/5-watch-brands-that-are-making-the-world-a-better-place/rolex-2/	2018-08-17
https://robbreport.com/style/watch-collector/slideshow/the-top-10-lots-from-phillips-christies-and-sothebys-spring-watch-auctions/rolex-daytona-the-arabian-knight-at-phillips/	2018-05-14
https://robbreport.com/style/watch-collector/slideshow/5-important-timepieces-on-the-block-at-christies-exceptional-watches-auction/rolex-james-bond-submariner/	2018-06-11
https://robbreport.com/style/watch-collector/rolex-and-patek-philippe-to-delay-releasing-new-product-in-2020-2911557/	2020-04-07
https://robbreport.com/style/watch-collector/watches-by-the-numbers-2915245/	2020-04-22
https://robbreport.com/style/watch-collector/gallery/new-sports-watch-every-activity-adventure-1234576219/	2020-11-01
https://robbreport.com/style/watch-collector/pre-owned-vintage-watch-prices-drop-rolex-patek-philippe-2907152/	2020-03-27
https://robbreport.com/style/watch-collector/slideshow/the-top-10-lots-from-phillips-christies-and-sothebys-spring-watch-auctions/rolex-daytona-the-unicorn-at-phillips/	2018-05-14
https://robbreport.com/style/watch-collector/rare-rolex-daytona-sets-new-world-record-2935007/	2020-07-13
https://robbreport.com/style/watch-collector/bobs-watches-rolex-auction-no-buyers-premium-2926969/	2020-06-09
https://robbreport.com/style/watch-collector/why-women-are-collecting-vintage-mens-watches-2904328/	2020-03-11
https://robbreport.com/style/watch-collector/drake-rolex-x-chrome-hearts-gold-diamonds-watch-2933225/	2020-07-06
https://robbreport.com/style/watch-collector/slideshow/these-watches-are-serving-up-the-big-points-at-the-u-s-open/rolex-on-roger-federer/	2018-09-05
https://robbreport.com/lifestyle/news/why-some-luxury-items-are-so-hard-to-get-2913405/	2020-05-10
https://robbreport.com/style/watch-collector/steve-mcqueens-heuer-monaco-to-be-auctioned-at-phillips-1234577389/	2020-10-29
https://robbreport.com/style/watch-collector/get-your-hands-on-a-rolex-at-crown-calibers-latest-charity-watch-auction-2924603/	2020-05-28
